Champion,Skill,Skill Name,Primary Damage Stat,Base,ATK or DEF Buff,Book,Mastery,Total,Damage Bonus from Books,DamageGrade,Target
Graybeard,A2,Ice Crush,ATK,6640,1.5,1.15,1.00,11454,15,Average,AoE Enemy
Thenasil,A1,Spring Lullaby,ATK,7625,1.5,1,1.00,11438,0,Average,Single Target
Ginro the Stork,A1,Plunging Beak,DEF,6494,1.6,1.1,1.00,11429,10,Average,Single Target
Shirimani,A3,Ice Storm,ATK,6926,1.5,1.1,1.00,11428,10,Average,AoE Enemy
Sandlashed Survivor,A1,Smell Weakness,DEF,6208,1.6,1.15,1.00,11423,15,Average,Single Target
Faceless,A1,Fireball,ATK,6342,1.5,1.2,1.00,11416,20,Average,Single Target
Drexthar Bloodtwin,A1,Eldritch Flames,DEF,5945,1.6,1.2,1.00,11414,20,Average,Single Target
Runekeeper Dazdurk,A1,Syphon Symbol,DEF,5942,1.6,1.2,1.00,11409,20,Average,Single Target
Candleguard,A1,Light of Scrutiny,ATK,6914,1.5,1.1,1.00,11408,10,Average,Single Target
Gravechill Killer,A1,Freezing Toxin,ATK,6914,1.5,1.1,1.00,11408,10,Average,Single Target
Hollow,A1,Bleed Away,ATK,6606,1.5,1.15,1.00,11395,15,Average,Single Target
Misericord,A1,Pity Slaying,ATK,6904,1.5,1.1,1.00,11392,10,Average,Single Target
Treefeller,A1,Pruning Limbs,ATK,6890,1.5,1.1,1.00,11369,10,Average,Single Target
Lua,A1,Splinter Arrow,ATK,6313,1.5,1.2,1.00,11363,20,Godlike,Single Target
Seer,A1,Knock Out,ATK,6313,1.5,1.2,1.00,11363,20,Average,Single Target
Duhr the Hungerer,A1,Odious Bulk,ATK,6881,1.5,1.1,1.00,11354,10,Average,Single Target
Grizzled Jarl,A1,Massive Halberd,DEF,6449,1.6,1.1,1.00,11350,10,Average,Single Target
Marked,A2,Punishment of Gods,ATK,6302,1.5,1.2,1.00,11344,20,Average,AoE Enemy
Lonatharil,A1,Gallantry,HP,9439,1,1.2,1.00,11327,20,Average,Single Target
Broodlord,A1,Patient Tactician,DEF,6435,1.6,1.1,1.00,11326,10,Average,Single Target
Lumberer,A1,Gigantic Pulverizers,ATK,6559,1.5,1.15,1.00,11314,15,Average,Single Target
Slitherbrute,A1,Rusty Gash,ATK,6852,1.5,1.1,1.00,11306,10,Average,Single Target
Sanctum Protector,A2,Hallowed Ground,DEF,5885,1.6,1.2,1.00,11299,20,Average,AoE Enemy
Kunoichi,A1,Sever Muscle,DEF,5884,1.6,1.2,1.00,11297,20,Average,Single Target
Zii Ixchi,A1,Brush Choppers,ATK,5792,1.5,1.3,1.00,11294,30,Average,Single Target
Vergumkaar,A1,Bejeweled Bulk,ATK,6844,1.5,1.1,1.00,11293,10,Average,Single Target
Warlord,A1,Bludgeon,ATK,6844,1.5,1.1,1.00,11293,10,Average,Single Target
Warlord,A3,Orcish Rituals,ATK,7528,1.5,1,1.00,11292,0,Average,AoE Enemy
Jingwon,A2,Compound Calamity,HP,11290,1,1,1.00,11290,0,Average,Single Target
Sir Nicholas,A1,Boreal Blade,HP,9032,1,1.25,1.00,11290,25,Average,Single Target
Deliana,A2,Withering Scorn,HP,10259,1,1.1,1.00,11285,10,Average,Single Target
Marquis,A3,Paralyzing Bolts,ATK,6839,1.5,1.1,1.00,11284,10,Average,AoE Enemy
Purgator,A1,Doom Inescapable,ATK,6267,1.5,1.2,1.00,11281,20,Average,Single Target
Rakka Viletide,A1,Ichor of Life,ATK,6260,1.5,1.2,1.00,11268,20,Average,Single Target
Tracker,A1,Hooked Arrowheads,ATK,6260,1.5,1.2,1.00,11268,20,Average,Single Target
Madman,A1,Wild Slashing,ATK,6004,1.5,1.25,1.00,11258,25,Average,Single Target
Admonitor,A1,Shield Wall,ATK,5559,1.5,1.35,1.00,11257,35,Average,Single Target
Itinerant,A1,Soultap,ATK,6250,1.5,1.2,1.00,11250,20,Average,Single Target
Truath,A2,Gaze Upon Me,HP,8653,1,1.3,1.00,11249,30,Average,AoE Enemy
Pathfinder Cait,A1,Dragging Line,ATK,6817,1.5,1.1,1.00,11248,10,Average,Single Target
Skullsquire,A1,Maim,ATK,6813,1.5,1.1,1.00,11241,10,Average,Single Target
Shaman,A1,Dispelling Blow,ATK,6802,1.5,1.1,1.00,11223,10,Average,Single Target
Wandering Priest,A1,Brilliant Lightning,ATK,6496,1.5,1.15,1.00,11206,15,Average,Single Target
Mordecai,A1,Purgatory,ATK,6790,1.5,1.1,1.00,11204,10,Average,Single Target
Black Knight,A1,Heavy Blow,HP,9331,1,1.2,1.00,11197,20,Average,Single Target
Boltsmith,A1,Quarrel Cripple,ATK,6489,1.5,1.15,1.00,11194,15,Average,Single Target
Ordinator,A1,Weighty Punishment,ATK,6218,1.5,1.2,1.00,11192,20,Average,Single Target
Trugorr,A1,Bloodshed Rites,ATK,6210,1.5,1.2,1.00,11178,20,Average,Single Target
Basilisk,A1,Whirling Axe,ATK,6208,1.5,1.2,1.00,11174,20,Average,AoE Enemy
Hellfreak,A1,Vile Blades,ATK,6208,1.5,1.2,1.00,11174,20,Average,Single Target
Masamoto,A1,Dual Slice,DEF,5820,1.6,1.2,1.00,11174,20,Average,Single Target
Hakkorhn Smashlord,A3,Blood Offering,HP,11170,1,1,1.00,11170,0,Strong,AoE Enemy
Gator,A1,Hex Smash,ATK,6768,1.5,1.1,1.00,11167,10,Average,Single Target
Doompriest,A1,Fate Weave,ATK,5955,1.5,1.25,1.00,11166,25,Average,Single Target
Tarshon,A2,Soul Shrivel,DEF,6342,1.6,1.1,1.00,11162,10,Average,AoE Enemy
Anointed,A1,Mystic Chill,ATK,6199,1.5,1.2,1.00,11158,20,Average,Single Target
Crossbowman,A1,Snap Shot,ATK,6188,1.5,1.2,1.00,11138,20,Average,Single Target
Coldheart,A2,Art of Pain,ATK,6749,1.5,1.1,1.00,11136,10,Average,AoE Enemy
Countess Lix,A1,Festering Caress,ATK,6747,1.5,1.1,1.00,11133,10,Average,Single Target
Wuji,A1,Dire Twinblade,ATK,6747,1.5,1.1,1.00,11133,10,Average,Single Target
Drowned Bloatwraith,A1,Anchor Hook,ATK,6179,1.5,1.2,1.00,11122,20,Average,Single Target
Flinger,A1,Axe Throw,ATK,5698,1.5,1.3,1.00,11111,30,Average,Single Target
Missionary,A3,Humble the Faithless,HP,10101,1,1.1,1.00,11111,10,Average,Single Target
Sorceress,A1,Crystal Bolt,ATK,5917,1.5,1.25,1.00,11094,25,Average,Single Target
Pestilus,A2,Flames Within,ATK,6426,1.5,1.15,1.00,11085,15,Average,Single Target
Warcaster,A1,Tactical Ace,ATK,6425,1.5,1.15,1.00,11083,15,Average,Single Target
Old Ghrukkus,A1,Beating Staff,ATK,6153,1.5,1.2,1.00,11075,20,Average,Single Target
Crypt-King Graal,A1,Brittleness Bane,ATK,6147,1.5,1.2,1.00,11065,20,Average,Single Target
Assassin,A1,King's End,ATK,6402,1.5,1.15,1.00,11043,15,Average,Single Target
Nethril,A1,Blood Harvest,ATK,6692,1.5,1.1,1.00,11042,10,Average,Single Target
Skathix,A1,Leg Wrack,ATK,6393,1.5,1.15,1.00,11028,15,Average,Single Target
Vanguard,A1,Gathering Momentum,ATK,6125,1.5,1.2,1.00,11025,20,Average,Single Target
Skink,A1,Slippery Strike,ATK,5873,1.5,1.25,1.00,11012,25,Average,Single Target
Arcanist,A1,Paralyzing Touch,ATK,5865,1.5,1.25,1.00,10997,25,Average,Single Target
Bloodbraid,A1,Enraging Prowess,ATK,5632,1.5,1.3,1.00,10982,30,Average,Single Target
Erinyes,A2,Almighty Curse,ATK,6970,1.5,1.05,1.00,10978,5,Average,AoE Enemy
Twinclaw Disciple,A1,Disfigure,ATK,6092,1.5,1.2,1.00,10966,20,Average,Single Target
Hospitaller,A1,Quick Slash,ATK,6088,1.5,1.2,1.00,10958,20,Average,Single Target
Vasal of the Seal,A1,Abyssal Seal,HP,9113,1,1.2,1.00,10936,20,Average,Single Target
Hyria,A1,Feint,ATK,6315,1.5,1.15,1.00,10893,15,Average,Single Target
Old Hermit Jorrg,A1,Putrid Brazier,ATK,6590,1.5,1.1,1.00,10874,10,Average,Single Target
Grandmaster,A1,Hammerblows,ATK,6034,1.5,1.2,1.00,10861,20,Average,Single Target
Mistress of Hymns,A1,Bolstering Blow,ATK,6032,1.5,1.2,1.00,10858,20,Average,Single Target
Lady Kimi,A2,Flurry of Petals,ATK,6568,1.5,1.1,1.00,10837,10,Average,AoE Enemy
Armiger,A1,Riposte,DEF,5642,1.6,1.2,1.00,10833,20,Average,Single Target
Vasal of the Seal,A2,Infernal Darkness,HP,9841,1,1.1,1.00,10825,10,Average,AoE Enemy
Executioner,A1,Shield Bash,ATK,6008,1.5,1.2,1.00,10814,20,Average,Single Target
Soulless,A1,Bewildering Blow,DEF,5631,1.6,1.2,1.00,10812,20,Average,Single Target
Lanakis the Chosen,A1,Chosen's Touch,ATK,5762,1.5,1.25,1.00,10804,25,Average,Single Target
Bone Knight,A1,Mutilate,ATK,5998,1.5,1.2,1.00,10796,20,Average,Single Target
Rotting Mage,A1,Gelid Beam,ATK,6255,1.5,1.15,1.00,10790,15,Average,Single Target
Lyssandra,A1,Transference,ATK,5754,1.5,1.25,1.00,10789,25,Average,Single Target
Jotun,A2,Burning Blade,HP,9802,1,1.1,1.00,10782,10,Average,Single Target
Cardiel,A1,Cow the Wicked,ATK,5977,1.5,1.2,1.00,10759,20,Average,Single Target
Kurzad Deepheart,A3,Deep Ambush,ATK,5736,1.5,1.25,1.00,10755,25,Average,AoE Enemy
Uugo,A1,Black Hand,ATK,5958,1.5,1.2,1.00,10724,20,Average,Single Target
Cagebound,A1,Twisted Spike,DEF,5582,1.6,1.2,1.00,10717,20,Average,Single Target
Opardin Clanfather,A1,Paired Hammers,HP,8915,1,1.2,1.00,10698,20,Average,Single Target
Crypt-King Graal,A2,Death Fires,ATK,6479,1.5,1.1,1.00,10690,10,Average,AoE Enemy
Flinger,A2,Meteor,ATK,5698,1.5,1.25,1.00,10684,25,Average,AoE Enemy
Spirithost,A1,Reap,ATK,5683,1.5,1.25,1.00,10656,25,Average,Single Target
Warpriest,A1,Admonish,ATK,5919,1.5,1.2,1.00,10654,20,Average,Single Target
Lugan the Steadfast,A3,Mark of Silence,HP,8877,1,1.2,1.00,10652,20,Average,AoE Enemy
Corpulent Cadaver,A3,Baleful Tenacity,HP,8856,1,1.2,1.00,10627,20,Weak,Single Target
Aox the Rememberer,A1,Feathered Staff,ATK,6158,1.5,1.15,1.00,10623,15,Average,Single Target
Honor Guard,A1,Bell Ringer,DEF,5531,1.6,1.2,1.00,10620,20,Average,Single Target
Crypt Witch,A2,Dismantle,ATK,6435,1.5,1.1,1.00,10618,10,Weak,Random Enemy
Saurus,A2,Fire Wave,ATK,6432,1.5,1.1,1.00,10613,10,Average,AoE Enemy
Gorgorab,A1,Misfortune,ATK,5890,1.5,1.2,1.00,10602,20,Average,Single Target
Draconis,A3,Order of Mercy,HP,8829,1,1.2,1.00,10595,20,Weak,Single Target
Incubus,A1,Javelin,ATK,5649,1.5,1.25,1.00,10592,25,Average,Single Target
Tomoe,A2,Bamboozle,ATK,5882,1.5,1.2,1.00,10588,20,Average,AoE Enemy
Intercessor,A1,Mangle,ATK,5642,1.5,1.25,1.00,10579,25,Average,Single Target
Prundar,A1,Flaming Pigsticker,DEF,5289,1.6,1.25,1.00,10578,25,Average,Single Target
Mycolus,A1,Vigor Spores,ATK,5632,1.5,1.25,1.00,10560,25,Average,Single Target
Thenasil,A3,Wither,ATK,5865,1.5,1.2,1.00,10557,20,Average,AoE Enemy
Krakarth,A2,Eternal Return,HP,8793,1,1.2,1.00,10552,20,Weak,Single Target
Ursine Icecrusher,A2,Howling Gale,DEF,5987,1.6,1.1,1.00,10537,10,Average,AoE Enemy
Fencer,A3,Blade Flourish,ATK,6107,1.5,1.15,1.00,10535,15,Average,AoE Enemy
Visionary,A1,Ectoplasm,ATK,5851,1.5,1.2,1.00,10532,20,Average,Single Target
Broadmaw,A1,Ice Blast,ATK,6101,1.5,1.15,1.00,10524,15,Average,Single Target
Stout Axeman,A1,Go No Further,ATK,5846,1.5,1.2,1.00,10523,20,Average,Single Target
Dead Crusader,A2,Crypt Blight,DEF,5479,1.6,1.2,1.00,10520,20,Average,AoE Enemy
Rocktooth,A2,Stomp,ATK,5844,1.5,1.2,1.00,10519,20,Average,AoE Enemy
Lady Annabelle,A2,Captivator,ATK,5839,1.5,1.2,1.00,10510,20,Average,AoE Enemy
Chaplain,A1,Holy Bolt,ATK,5838,1.5,1.2,1.00,10508,20,Average,Single Target
Bivald of the Thorn,A2,Admonition of Barbs,HP,9552,1,1.1,1.00,10507,10,Average,AoE Enemy
Wretch,A1,Crypt Touch,ATK,6358,1.5,1.1,1.00,10491,10,Average,Single Target
Corpse Collector,A1,Insidious Parasite,ATK,6081,1.5,1.15,1.00,10490,15,Average,Single Target
hero 3750 name,A1,Skill 37501 name,ATK,6353,1.5,1.1,1.00,10482,10,Average,Single Target
Myrmidon,A1,Bone Splitter,DEF,5453,1.6,1.2,1.00,10470,20,Average,Single Target
Spider,A1,Possess,ATK,6980,1.5,1,1.00,10470,0,Average,Single Target
Cagebound,A2,Swordbreak Cage,DEF,5942,1.6,1.1,1.00,10458,10,Average,AoE Enemy
Grunch Killjoy,A2,Kindle Soulfire,ATK,6041,1.5,1.15,1.00,10421,15,Average,AoE Enemy
Khoronar,A3,Battle Waltz,HP,8679,1,1.2,1.00,10415,20,Average,AoE Enemy
Guardian,A1,Chop,ATK,6035,1.5,1.15,1.00,10410,15,Average,Single Target
Visionary,A2,Haunt,ATK,6034,1.5,1.15,1.00,10409,15,Average,AoE Enemy
Acolyte,A1,Tireless Anger,ATK,5335,1.5,1.3,1.00,10403,30,Average,Single Target
Cataphract,A1,Sure Strike,ATK,6305,1.5,1.1,1.00,10403,10,Average,Single Target
Boragar the Elder,A1,Antique Staff,HP,9044,1,1.15,1.00,10401,15,Average,Single Target
Akoth the Seared,A3,Pyretic Release,DEF,6497,1.6,1,1.00,10395,0,Average,AoE Enemy
Zelotah,A3,Horrid Dreams,ATK,6287,1.5,1.1,1.00,10374,10,Average,AoE Enemy
Tunnel Steward,A1,Vermin Killer,ATK,5762,1.5,1.2,1.00,10372,20,Average,Single Target
Gloril Brutebane,A1,Scale Hacker,ATK,6284,1.5,1.1,1.00,10369,10,Average,Single Target
Skirmisher,A3,Dispelling Shot,ATK,5758,1.5,1.2,1.00,10364,20,Average,AoE Enemy
Graybeard,A1,Expose Weakness,ATK,6006,1.5,1.15,1.00,10360,15,Average,Single Target
Valerie,A1,Swing,ATK,5754,1.5,1.2,1.00,10357,20,Average,Single Target
Lamibur,A1,Pressing Advance,ATK,6276,1.5,1.1,1.00,10355,10,Average,Single Target
Warcaster,A2,Sealing Strike,ATK,6276,1.5,1.1,1.00,10355,10,Average,AoE Enemy
Missionary,A2,In the Thick,HP,8978,1,1.15,1.00,10325,15,Weak,Single Target
Mortu-Macaab,A2,Falling from Grace,ATK,5733,1.5,1.2,1.00,10319,20,Average,AoE Enemy
Crypt-King Graal,A3,Elemental Unity,ATK,5981,1.5,1.15,1.00,10317,15,Average,AoE Enemy
Flesheater,A1,Freeze the Blood,ATK,5731,1.5,1.2,1.00,10316,20,Average,Single Target
Magister,A1,Majestic Staff,ATK,5498,1.5,1.25,1.00,10309,25,Average,Single Target
Retainer,A1,Sundering Chop,DEF,5851,1.6,1.1,1.00,10298,10,Average,Single Target
Skathix,A2,Transfer Rush,ATK,6240,1.5,1.1,1.00,10296,10,Average,AoE Enemy
Avir the Alchemage,A1,Flask of Vitreol,ATK,6237,1.5,1.1,1.00,10291,10,Average,Single Target
Channeler,A1,Rage of Ancients,ATK,6237,1.5,1.1,1.00,10291,10,Average,Single Target
Galek,A1,Cross Slash,ATK,5480,1.5,1.25,1.00,10275,25,Average,Single Target
Elder,A1,Mocking Blow,ATK,5475,1.5,1.25,1.00,10266,25,Average,Single Target
Pyxniel,A2,Grip of Winter,ATK,6844,1.5,1,1.00,10266,0,Average,AoE Enemy
Frontline Warrior,A1,Wrath Hew,DEF,5569,1.6,1.15,1.00,10247,15,Average,Single Target
Hellfang,A3,Chilling Howl,ATK,6494,1.5,1.05,1.00,10228,5,Average,AoE Enemy
Wagonbane,A1,Eye Blight,ATK,5924,1.5,1.15,1.00,10219,15,Average,Single Target
Diabolist,A1,Torment,ATK,5921,1.5,1.15,1.00,10214,15,Average,Single Target
Gamuran,A1,Seal Scroll,ATK,5921,1.5,1.15,1.00,10214,15,Average,Single Target
Grinner,A1,Bile,ATK,5447,1.5,1.25,1.00,10213,25,Average,Single Target
Samar Gemcursed,A1,Crystal Flesh,HP,8156,1,1.25,1.00,10195,25,Average,Single Target
Wyvernbane,A1,Hobble Pierce,ATK,6171,1.5,1.1,1.00,10182,10,Average,Single Target
Adriel,A3,Blinding Flash,ATK,5218,1.5,1.3,1.00,10175,30,Average,AoE Enemy
Fang Cleric,A1,Conduit Fangs,ATK,5419,1.5,1.25,1.00,10161,25,Average,Single Target
Kinagashi,A1,Leaping Sword Art,ATK,6153,1.5,1.1,1.00,10152,10,Average,Single Target
Hellborn Sprite,A1,Shivering Malady,ATK,6147,1.5,1.1,1.00,10143,10,Average,Single Target
Outlaw Monk,A1,Dagger Throw,ATK,6432,1.5,1.05,1.00,10130,5,Average,Single Target
Gladiator,A2,Capital Punishment,ATK,6137,1.5,1.1,1.00,10126,10,Weak,Random Enemy
Totem,A1,Poisonous Evocation,ATK,5625,1.5,1.2,1.00,10125,20,Average,Single Target
Squire,A2,Weapon Breaker,DEF,5501,1.6,1.15,1.00,10122,15,Average,AoE Enemy
Greenwarden Ruarc,A1,Sword of the Glades,DEF,5271,1.6,1.2,1.00,10120,20,Average,Single Target
Deliana,A3,Know Your Place,HP,8793,1,1.15,1.00,10112,15,Average,AoE Enemy
Pitspawn,A1,Evil Touch,DEF,5035,1.6,1.25,1.00,10070,25,Average,Single Target
Sikara,A2,Aura Puncture,ATK,5164,1.5,1.3,1.00,10070,30,Average,AoE Enemy
Oldbeard,A1,Gut Punch,ATK,5590,1.5,1.2,1.00,10062,20,Average,Single Target
Old Ghrukkus,A3,Harsh Discipline,ATK,6706,1.5,1,1.00,10059,0,Average,AoE Enemy
Rector Drath,A1,Scepter of Authority,ATK,6088,1.5,1.1,1.00,10045,10,Average,Single Target
High Khatun,A1,Imperial Grace,ATK,5580,1.5,1.2,1.00,10044,20,Average,Single Target
Hellfang,A1,Tear,ATK,5567,1.5,1.2,1.00,10021,20,Average,Single Target
Bulwark,A1,Hefty Flail,DEF,5444,1.6,1.15,1.00,10017,15,Average,Single Target
Warmaiden,A1,Ferocious Attack,ATK,4755,1.5,1.4,1.00,9986,40,Average,Single Target
Fireblade,A1,Burning Spear,ATK,5322,1.5,1.25,1.00,9979,25,Average,Single Target
Ruffstone,A1,Round Up,ATK,5778,1.5,1.15,1.00,9967,15,Average,AoE Enemy
Pit Cur,A2,Rabid Infection,ATK,6035,1.5,1.1,1.00,9958,10,Average,AoE Enemy
Rockbeast,A3,Bellow,ATK,6034,1.5,1.1,1.00,9956,10,Average,AoE Enemy
Prince Kymar,A2,Abyssal Gaze,ATK,5529,1.5,1.2,1.00,9952,20,Average,AoE Enemy
Tomoe,A1,Stab and Grab,ATK,6032,1.5,1.1,1.00,9953,10,Average,Single Target
Runic Warder,A2,Superior Steel,HP,8292,1,1.2,1.00,9950,20,Weak,Single Target
Ghostborn,A2,Petrify,ATK,6631,1.5,1,1.00,9947,0,Average,AoE Enemy
Ghostborn,A3,Ancestral Spirits,ATK,6631,1.5,1,1.00,9947,0,Average,AoE Enemy
Master Butcher,A1,Mash,ATK,5526,1.5,1.2,1.00,9947,20,Average,Single Target
Holsring,A1,Rampant Blows,ATK,5097,1.5,1.3,1.00,9939,30,Average,Random Enemy
Sentinel,A2,Glaive Swing,ATK,6023,1.5,1.1,1.00,9938,10,Average,AoE Enemy
Sanctum Protector,A1,Repel Intruders,DEF,5643,1.6,1.1,1.00,9932,10,Average,Single Target
Avenger,A1,Hunt,ATK,5289,1.5,1.25,1.00,9917,25,Average,Single Target
Nekmo Thaar,A2,Planar Chains,ATK,5496,1.5,1.2,1.00,9893,20,Average,AoE Enemy
Fanatic,A1,Devil Hunt,ATK,5977,1.5,1.1,1.00,9862,10,Average,Single Target
Dhampir,A1,Deathblow,ATK,5473,1.5,1.2,1.00,9851,20,Average,Single Target
Shieldguard,A2,Battle Stance,DEF,5128,1.6,1.2,1.00,9846,20,Average,AoE Enemy
Chopper,A1,Staggering Hit,ATK,5466,1.5,1.2,1.00,9839,20,Average,Single Target
Elegaius,A2,Dead Stop,HP,8540,1,1.15,1.00,9821,15,Weak,Single Target
Lugan the Steadfast,A1,Crushing Blow,HP,7853,1,1.25,1.00,9816,25,Average,Single Target
Siegebreaker,A1,Pelting Blows,ATK,5235,1.5,1.25,1.00,9816,25,Average,Single Target
Rotos the Lost Groom,A1,Terror Scourge,ATK,5448,1.5,1.2,1.00,9806,20,Average,Single Target
Pitspawn,A2,Darkness,DEF,5322,1.6,1.15,1.00,9792,15,Average,AoE Enemy
Psylar,A2,Toxic Cloud,ATK,6207,1.5,1.05,1.00,9776,5,Average,AoE Enemy
Seneschal,A1,Bloodied Mace,DEF,5313,1.6,1.15,1.00,9776,15,Average,Single Target
Cardinal,A1,Evaporation,ATK,5921,1.5,1.1,1.00,9770,10,Average,Single Target
Shamrock,A1,Luck Swap,ATK,5921,1.5,1.1,1.00,9770,10,Average,Single Target
Venomage,A3,Fleshmelter Venom,ATK,5921,1.5,1.1,1.00,9770,10,Average,AoE Enemy
Acrizia,A1,Unflagging Assault,ATK,5652,1.5,1.15,1.00,9750,15,Average,Single Target
Pit Cur,A1,Hamstring Bite,ATK,5909,1.5,1.1,1.00,9750,10,Average,Single Target
Zelotah,A1,Hypnotic Gaze,ATK,5909,1.5,1.1,1.00,9750,10,Average,Single Target
Siphi the Lost Bride,A1,Curse of Longing,ATK,6496,1.5,1,1.00,9744,0,Average,Single Target
Raf-Matab,A2,Stampede,HP,8116,1,1.2,1.00,9739,20,Average,AoE Enemy
Sniktraak,A1,Misery Morningstar,HP,8116,1,1.2,1.00,9739,20,Average,Single Target
Deacon Armstrong,A2,Sweeping Retribution,ATK,5642,1.5,1.15,1.00,9732,15,Average,AoE Enemy
Ursala the Mourner,A2,Waves of Grief,ATK,5406,1.5,1.2,1.00,9731,20,Average,AoE Enemy
Hexweaver,A1,Curse,ATK,5886,1.5,1.1,1.00,9712,10,Average,Single Target
Grunch Killjoy,A1,Mace of Foulness,ATK,5178,1.5,1.25,1.00,9709,25,Average,Single Target
Grinner,A2,Shock,ATK,5866,1.5,1.1,1.00,9679,10,Average,AoE Enemy
Sir Nicholas,A2,Polar Protection,HP,8064,1,1.2,1.00,9677,20,Average,AoE Enemy
Chaplain,A3,Radiance,ATK,5364,1.5,1.2,1.00,9655,20,Average,AoE Enemy
Guurda Bogbrew,A2,Rotlimb Decoction,ATK,5364,1.5,1.2,1.00,9655,20,Average,AoE Enemy
Treefeller,A3,Blasting Powder,ATK,6124,1.5,1.05,1.00,9645,5,Weak,Random Enemy
Dead Crusader,A1,Archaic Gladius,DEF,5023,1.6,1.2,1.00,9644,20,Average,Single Target
Djamarsa,A1,Night's Finger,ATK,5587,1.5,1.15,1.00,9638,15,Average,Single Target
Rock Breaker,A1,Whirling Hammers,DEF,4815,1.6,1.25,1.00,9630,25,Average,Single Target
Mother Superior,A1,Lightning Sanction,ATK,5132,1.5,1.25,1.00,9623,25,Average,Single Target
Avir the Alchemage,A2,Corroding Catalyst,ATK,5573,1.5,1.15,1.00,9613,15,Average,AoE Enemy
Prundar,A2,Hulking Tantrum,DEF,5987,1.6,1,1.00,9579,0,Average,AoE Enemy
Pilgrim,A1,Thunder Strike,ATK,5105,1.5,1.25,1.00,9572,25,Average,Single Target
Bivald of the Thorn,A3,Briar Nexus,HP,7960,1,1.2,1.00,9552,20,Average,AoE Enemy
Venus,A3,Burning Passion,ATK,6367,1.5,1,1.00,9551,0,Average,AoE Enemy
Heiress,A1,Bullseye,ATK,5304,1.5,1.2,1.00,9547,20,Average,Single Target
Tormentor,A2,Infernal Miasma,ATK,5786,1.5,1.1,1.00,9547,10,Weak,Random Enemy
Bad-el-Kazar,A1,Dark Sphere,ATK,5302,1.5,1.2,1.00,9544,20,Average,AoE Enemy
Theurgist,A2,Touch of Sealing,ATK,5783,1.5,1.1,1.00,9542,10,Weak,Single Target
Axeman,A1,Heavy Chop,DEF,4579,1.6,1.3,1.00,9524,30,Average,Single Target
Teodor the Savant,A1,Vile Physick,DEF,5409,1.6,1.1,1.00,9520,10,Average,AoE Enemy
Sikara,A3,Enfeebling Tips,ATK,5287,1.5,1.2,1.00,9517,20,Average,AoE Enemy
Necrohunter,A2,Gravestorm,ATK,5285,1.5,1.2,1.00,9513,20,Godlike,AoE Enemy
Madame Serris,A1,Panic Spread,ATK,5281,1.5,1.2,1.00,9506,20,Average,Single Target
Lemure,A1,Vicious Swipes,ATK,5510,1.5,1.15,1.00,9505,15,Average,Single Target
Skullsworn,A1,Vicious Rip,ATK,4873,1.5,1.3,1.00,9502,30,Average,Single Target
High Khatun,A3,Shamanic Lightning,ATK,5278,1.5,1.2,1.00,9500,20,Average,AoE Enemy
Uugo,A2,Maelstrom Wrack,ATK,5500,1.5,1.15,1.00,9488,15,Average,AoE Enemy
Vildrax,A1,Verminous Grasp,ATK,5271,1.5,1.2,1.00,9488,20,Average,Single Target
Peydma,A1,Agonize,DEF,5153,1.6,1.15,1.00,9482,15,Average,Single Target
Urost the Soulcage,A2,Fetid Eruption,HP,8243,1,1.15,1.00,9479,15,Average,AoE Enemy
Squire,A1,Overhead Swing,DEF,4937,1.6,1.2,1.00,9479,20,Average,Single Target
Atur,A2,Raging Bull,DEF,5150,1.6,1.15,1.00,9476,15,Weak,Random Enemy
Ursala the Mourner,A1,Lance of Penitence,ATK,5743,1.5,1.1,1.00,9476,10,Average,Single Target
Khoronar,A1,Flourish of Slaughter,HP,7890,1,1.2,1.00,9468,20,Average,AoE Enemy
Opardin Clanfather,A2,Rally the Tribe,HP,8596,1,1.1,1.00,9456,10,Average,AoE Enemy
Magmablood,A3,Magma Bomb,ATK,6297,1.5,1,1.00,9446,0,Weak,Random Enemy
Justiciar,A1,Hold the Line,ATK,5475,1.5,1.15,1.00,9444,15,Average,Single Target
Liburga,A1,Dripping Doom,ATK,5717,1.5,1.1,1.00,9433,10,Average,Single Target
Conscript,A1,Peasant's Bow,ATK,5026,1.5,1.25,1.00,9424,25,Average,Single Target
Bellower,A2,Mighty Bellow,ATK,6276,1.5,1,1.00,9414,0,Average,AoE Enemy
Medicus,A1,Dual Scalpel,ATK,5222,1.5,1.2,1.00,9400,20,Average,Single Target
Oboro,A1,Spreading Chaos,ATK,5693,1.5,1.1,1.00,9393,10,Godlike,AoE Enemy
King Gallcobar,A2,Vitriolic Thorns,ATK,5690,1.5,1.1,1.00,9389,10,Weak,AoE Enemy
Frostskin,A1,Frozen Fists,ATK,5683,1.5,1.1,1.00,9377,10,Average,Single Target
Deathknight,A1,Decrepit Hatchet,ATK,5000,1.5,1.25,1.00,9375,25,Average,Single Target
Rae,A1,Corrode,ATK,5195,1.5,1.2,1.00,9351,20,Average,AoE Enemy
Fortress Goon,A1,Cruel Trap,DEF,5305,1.6,1.1,1.00,9337,10,Average,Single Target
Madame Serris,A2,Tricks and Treats,ATK,5406,1.5,1.15,1.00,9325,15,Weak,AoE Enemy
Arix,A1,Deathly Arts,HP,7761,1,1.2,1.00,9313,20,Average,AoE Enemy
